fam,tf,period,mult,side,n_tr_months,total_all,mean_in_bleed,mean_normal,hedge_edge,wr_bleed,mIS,mOOS,tot_bleed,squeeze
sq,D1,40,2.0,short,112,-13633.106252244675,-75.72995374001307,-120.42777223704401,44.69781849703094,0.38095238095238093,-95.82999959356394,-53.619903301107115,-1590.3290285402745,200.0
sq,D1,40,2.5,both,117,-24497.633328096526,-105.13914929087302,-222.8971119298819,117.75796263900888,0.3333333333333333,-69.41933544899835,-144.43094451693514,-2207.9221351083334,50.0
sq,D1,40,2.5,long,109,-11124.751803385507,-50.684881370603065,-100.60369294602842,49.91881157542535,0.2857142857142857,-9.404039936553916,-96.09380694805714,-1064.3825087826644,50.0
sq,D1,40,2.5,short,114,-13958.142762320242,-60.62348750279385,-126.85049524761571,66.22700774482186,0.38095238095238093,-63.40354441719401,-57.565424896953665,-1273.0932375586708,50.0
sq,D1,40,2.5,both,115,-22436.839137003622,-138.76149001372042,-195.22847846715496,56.46698845343454,0.38095238095238093,-119.01674070309242,-160.48071425541121,-2913.9912902881288,100.0
sq,D1,40,2.5,long,110,-10273.777084442248,-48.732597876429885,-92.50392529037221,43.77132741394232,0.3333333333333333,-10.149920820517847,-91.17354263793314,-1023.3845554050276,100.0
sq,D1,40,2.5,short,113,-12663.37969171733,-95.9541914297186,-106.48341671693238,10.529225287213777,0.3333333333333333,-114.26316402031013,-75.81432158006791,-2015.0380200240907,100.0
sq,D1,40,2.5,both,112,-24491.99422585463,-108.10749583233022,-222.21736813375685,114.10987230142663,0.3333333333333333,-81.87119808798012,-136.96742335111531,-2270.2574124789344,200.0
sq,D1,40,2.5,long,107,-12381.471809838706,-49.91389659619043,-113.33279981318707,63.41890321699663,0.2857142857142857,6.579623567688693,-112.05676877645746,-1048.191828519999,200.0
sq,D1,40,2.5,short,110,-12620.847597532267,-63.50407530540534,-112.87262016118756,49.36854485578222,0.38095238095238093,-92.66207995996741,-31.43027018538705,-1333.585581413512,200.0
