instr,entry,dir,exit_kind,bar_at,bars_base,ret_base,ret_limit
GBPCHF,2025-07-11 08:00:00+00:00,1,limit,19,19,0.0017768375595186734,0.0008866792546319916
GBPCHF,2025-12-08 12:00:00+00:00,-1,limit,12,12,0.0055375489064392455,0.0041229454839065
GBPCHF,2026-02-05 20:00:00+00:00,1,limit,4,41,-0.0013407673561181908,0.005132438277445168
GBPCHF,2026-02-18 20:00:00+00:00,1,limit,9,9,0.0028057635435800206,0.002748168697638158
GBPCHF,2026-04-08 08:00:00+00:00,-1,limit,3,21,0.0027432735942920523,0.0031167814307167846
GBPCHF,2026-04-28 04:00:00+00:00,-1,limit,13,13,0.005027475366224709,0.003494368590039318
GBPJPY,2016-11-21 16:00:00+00:00,-1,limit,29,29,-0.003980299523287419,-0.004211373871751629
GBPJPY,2016-11-30 16:00:00+00:00,-1,limit,29,29,-0.004756657837999647,-0.00545778242875973
GBPJPY,2017-04-16 20:00:00+00:00,1,limit,5,5,0.007709999473037778,0.006961529694145292
GBPJPY,2017-05-09 04:00:00+00:00,-1,limit,13,13,0.005577468419209893,0.005179865694942376
GBPJPY,2017-08-17 20:00:00+00:00,1,limit,32,33,-0.0016538478198325336,-0.001451586374157602
GBPJPY,2017-11-28 12:00:00+00:00,1,limit,1,1,0.013177529815863634,0.006186781206893189
GBPJPY,2018-04-09 12:00:00+00:00,-1,limit,42,42,-0.007534724435756887,-0.009562452548877881
GBPJPY,2018-08-06 04:00:00+00:00,1,limit,63,63,-0.022173709652582398,-0.02325801728280996
GBPJPY,2018-09-20 08:00:00+00:00,-1,limit,7,7,0.01170648811579828,0.009313877142486167
GBPJPY,2018-12-10 08:00:00+00:00,1,limit,13,13,0.0052761528712661565,0.0029577318891236006
GBPJPY,2018-12-20 12:00:00+00:00,1,limit,39,39,-0.004670006605493894,-0.0058398660040835755
GBPJPY,2019-01-02 08:00:00+00:00,1,limit,14,14,0.00041852130060112124,-0.0008024523625679778
GBPJPY,2019-02-26 08:00:00+00:00,-1,limit,32,32,-0.0016662266234041467,-0.005004997666107144
GBPJPY,2019-05-17 08:00:00+00:00,1,limit,14,14,0.009738856484703644,0.0077574882549875076
GBPJPY,2019-05-31 04:00:00+00:00,1,limit,20,20,0.0019691353000125876,0.0014811535706250266
GBPJPY,2019-07-18 00:00:00+00:00,1,limit,6,6,0.006767998790787249,0.0064730274445200615
GBPJPY,2020-02-19 16:00:00+00:00,-1,limit,17,17,0.0033325829421014,0.0023138462953302217
GBPJPY,2020-03-18 08:00:00+00:00,1,limit,11,13,0.02181610041961716,0.014529139318391861
GBPJPY,2020-05-15 20:00:00+00:00,1,limit,5,5,0.01075566088901076,0.01016599882486187
GBPJPY,2020-08-11 12:00:00+00:00,-1,limit,24,24,0.0017120680762098802,0.0004578338196623333
GBPJPY,2020-08-27 12:00:00+00:00,-1,limit,29,30,-0.002755292202165144,-0.0025556037555818224
GBPJPY,2020-09-22 00:00:00+00:00,1,limit,14,17,0.0032696128438887266,0.0038622483718229583
GBPJPY,2020-11-23 16:00:00+00:00,-1,limit,20,20,0.0016776117961792498,0.0017815871278313259
GBPJPY,2021-01-13 08:00:00+00:00,-1,limit,12,12,0.005051996004509564,0.005043787101537364
GBPJPY,2021-02-01 00:00:00+00:00,-1,limit,15,18,0.00476975968145436,0.004081160601843154
GBPJPY,2021-02-14 20:00:00+00:00,-1,limit,56,56,-0.01823339233842871,-0.019656679786289738
GBPJPY,2021-07-07 12:00:00+00:00,1,limit,12,13,0.002383658149727266,-0.00014899299381508787
GBPJPY,2021-10-08 12:00:00+00:00,-1,limit,57,58,-0.027372786166910697,-0.02691799596809618
GBPJPY,2022-04-11 04:00:00+00:00,-1,limit,55,55,-0.013256620083068289,-0.0189588037268594
GBPJPY,2022-08-15 08:00:00+00:00,1,limit,7,7,0.009322494223040805,0.005560357083745891
GBPJPY,2022-10-17 08:00:00+00:00,-1,limit,24,25,0.017367654892758093,0.00180227316911182
GBPJPY,2022-12-30 08:00:00+00:00,1,limit,20,20,0.0023440291184989533,-0.000978214451112056
GBPJPY,2023-01-13 12:00:00+00:00,1,limit,16,16,0.032748660049563526,0.013960513331910009
GBPJPY,2023-02-21 08:00:00+00:00,-1,limit,14,14,0.007164707049811104,0.005248745416517865
GBPJPY,2023-02-27 16:00:00+00:00,-1,limit,10,10,0.007127519730761561,0.005753876749758045
GBPJPY,2023-04-10 16:00:00+00:00,-1,limit,22,50,-0.007924416821341767,-0.0007347491427281331
GBPJPY,2023-05-26 12:00:00+00:00,-1,limit,17,17,0.0037073974969170803,0.0026854075591339613
GBPJPY,2023-06-12 04:00:00+00:00,-1,limit,2,76,-0.03782111189884577,0.006661004779884514
GBPJPY,2023-08-16 16:00:00+00:00,-1,limit,9,9,0.007595193962808483,0.0071835470901652826
GBPJPY,2024-03-21 04:00:00+00:00,-1,limit,6,6,0.012475819666059021,0.011271965141083492
GBPJPY,2024-04-09 08:00:00+00:00,-1,limit,7,7,0.003722652973039687,0.003619504380036402
GBPJPY,2024-04-24 16:00:00+00:00,-1,limit,16,32,-0.008788736013156235,-0.0034221019498011495
GBPJPY,2024-05-14 12:00:00+00:00,-1,limit,9,9,0.007917932590233778,0.00738583339509311
GBPJPY,2024-05-20 16:00:00+00:00,-1,limit,45,45,-0.006153205528165192,-0.006729054309027165
GBPJPY,2024-07-03 04:00:00+00:00,-1,limit,39,39,0.002329382934145663,-0.005178356359105275
GBPJPY,2024-10-28 00:00:00+00:00,-1,limit,18,18,0.00308776190108392,0.0032305178966371985
GBPJPY,2024-11-26 16:00:00+00:00,1,limit,35,35,-0.004179774463342828,-0.006573447537074494
GBPJPY,2025-05-13 08:00:00+00:00,-1,limit,10,10,0.00850825242066563,0.008433226219744764
GBPJPY,2025-06-23 04:00:00+00:00,-1,limit,31,31,0.002478150781202719,0.0012074732793812993
GBPJPY,2025-09-15 08:00:00+00:00,-1,limit,7,8,0.0034624228902323867,0.003362278516006123
GBPJPY,2025-10-23 04:00:00+00:00,-1,limit,19,19,0.0032797203149672483,0.0015782653901913984
GBPJPY,2025-11-26 12:00:00+00:00,-1,limit,16,16,0.005576769763533362,0.0030345159399996183
GBPJPY,2025-12-08 16:00:00+00:00,-1,limit,24,27,0.0007404007006511207,-0.0010765932833730072
GBPJPY,2026-02-04 00:00:00+00:00,-1,limit,9,9,0.00947005360112877,0.006761410438842199
GBPJPY,2026-04-10 08:00:00+00:00,-1,limit,32,32,-0.0015239231105778973,-0.004473100552178244
GBPUSD,2016-09-06 12:00:00+00:00,-1,limit,12,12,0.009517668985161102,0.009108001616573914
GBPUSD,2016-10-06 08:00:00+00:00,1,limit,48,49,-0.032723216507933015,-0.03363012653421338
GBPUSD,2016-12-01 08:00:00+00:00,-1,limit,24,25,0.0020835699430421743,-0.00043281472993403775
GBPUSD,2017-01-11 12:00:00+00:00,1,limit,1,4,0.015608747557057606,0.01245500885940372
GBPUSD,2017-04-18 08:00:00+00:00,-1,limit,61,61,-0.015668610272464998,-0.01672750349466925
GBPUSD,2017-06-20 12:00:00+00:00,1,limit,5,15,0.006035716487814145,0.006057334766373652
GBPUSD,2017-07-26 20:00:00+00:00,-1,limit,5,34,-0.002264628225011195,0.004359143098302066
GBPUSD,2017-11-24 12:00:00+00:00,-1,limit,12,12,0.004007142613219155,0.003987717544175289
GBPUSD,2018-04-12 12:00:00+00:00,-1,limit,24,24,0.001790319624329757,-0.0007253503129961914
GBPUSD,2018-05-02 16:00:00+00:00,1,limit,29,29,0.0016438720519787375,0.0005102135860770764
GBPUSD,2018-06-27 12:00:00+00:00,1,limit,11,12,0.0043080663698263025,0.002007320696992614
GBPUSD,2018-07-19 04:00:00+00:00,1,limit,9,9,0.008686869214780435,0.007182919246028539
GBPUSD,2018-08-03 16:00:00+00:00,1,limit,62,62,-0.01971152932513593,-0.019994004373102923
GBPUSD,2018-09-20 08:00:00+00:00,-1,limit,7,7,0.015920042198673816,0.009279843583092088
GBPUSD,2018-10-25 12:00:00+00:00,1,limit,25,28,0.0018946874597764423,0.00014997542586280742
GBPUSD,2019-01-23 08:00:00+00:00,-1,limit,28,28,-0.0035444289549927217,-0.004045080014765667
GBPUSD,2019-02-26 08:00:00+00:00,-1,limit,20,20,0.0017482162367210338,0.0008128753435394768
GBPUSD,2019-04-19 20:00:00+00:00,1,limit,10,34,-0.0033664436742734914,0.0027613154769296987
GBPUSD,2019-05-15 16:00:00+00:00,1,limit,24,43,-0.009913829310736448,-0.0023255419551292634
GBPUSD,2019-05-31 08:00:00+00:00,1,limit,2,2,0.00640813979799238,0.006221614564035715
GBPUSD,2019-07-05 12:00:00+00:00,1,limit,22,22,0.002263196694105911,0.0014427926164179098
GBPUSD,2019-08-09 08:00:00+00:00,1,limit,19,25,0.00482069607949351,0.0014832825145394168
GBPUSD,2019-09-13 16:00:00+00:00,-1,limit,30,33,0.0017290554689242848,0.002313127901071264
GBPUSD,2020-02-20 08:00:00+00:00,1,limit,6,7,0.007070790147132213,0.006161763684454279
GBPUSD,2020-07-27 00:00:00+00:00,-1,limit,40,57,-0.018399786625859314,-0.013648270855734399
GBPUSD,2020-08-31 12:00:00+00:00,-1,limit,12,16,0.005510132860565883,0.005761222894424571
GBPUSD,2020-11-10 08:00:00+00:00,-1,limit,12,12,0.008053413420807495,0.00731412610683519
GBPUSD,2020-11-23 08:00:00+00:00,-1,limit,24,24,0.003866270516583721,0.0028054224055048585
GBPUSD,2020-12-17 00:00:00+00:00,-1,limit,12,12,0.009233550603695333,0.004876838028684921
GBPUSD,2021-02-09 12:00:00+00:00,-1,limit,36,37,-0.004066295540024695,-0.004559671624383163
GBPUSD,2021-02-19 04:00:00+00:00,-1,limit,28,28,-0.00381902108911664,-0.0052134751380040565
GBPUSD,2021-07-02 08:00:00+00:00,1,limit,2,6,0.007634115755324885,0.0072686713066727904
GBPUSD,2021-07-21 00:00:00+00:00,1,limit,7,7,0.008907557008395045,0.00795596083556519
GBPUSD,2021-11-10 16:00:00+00:00,1,limit,22,22,0.0036680713098735684,0.0017514180269194758
GBPUSD,2021-11-24 12:00:00+00:00,1,limit,24,36,-0.00021005574974669263,0.0010889655751896146
GBPUSD,2022-01-11 16:00:00+00:00,-1,limit,24,24,-0.0015923180480868567,-0.002305923176001611
GBPUSD,2022-03-07 08:00:00+00:00,1,limit,43,43,-0.005816932449346202,-0.007169491403202298
GBPUSD,2022-07-01 08:00:00+00:00,1,limit,8,32,-0.0004651115589677392,0.010003744593607538
GBPUSD,2022-07-12 04:00:00+00:00,1,limit,8,23,0.0041812221845831336,0.008570339098349287
GBPUSD,2022-08-22 04:00:00+00:00,1,limit,18,81,-0.020409647321225938,0.005651391759744275
GBPUSD,2022-09-23 04:00:00+00:00,1,limit,27,27,-0.012420696948153934,-0.02608387665550765
GBPUSD,2022-11-23 12:00:00+00:00,-1,limit,20,20,0.00939795262954766,0.004197033799976394
GBPUSD,2022-12-13 12:00:00+00:00,-1,limit,11,12,0.014224901563628907,0.007549140706157942
GBPUSD,2023-01-18 08:00:00+00:00,-1,limit,25,25,0.004639261366679389,0.0024348692317688802
GBPUSD,2023-04-13 12:00:00+00:00,-1,limit,6,6,0.009010477385219224,0.004153933783661324
GBPUSD,2023-05-05 12:00:00+00:00,-1,limit,13,23,0.006412051567982876,0.004899334993523243
GBPUSD,2023-06-14 12:00:00+00:00,-1,limit,25,29,-0.0033637040664713626,-0.0023184471414849275
GBPUSD,2023-09-07 04:00:00+00:00,1,limit,14,30,0.0018922334906179093,0.005030442810101046
GBPUSD,2023-09-14 12:00:00+00:00,1,limit,26,62,-0.015152558887507061,0.00036171027691342107
GBPUSD,2023-11-28 12:00:00+00:00,-1,limit,12,13,0.004643990044892849,0.00448277537288528
GBPUSD,2024-04-22 08:00:00+00:00,1,limit,7,7,0.009363211674525597,0.007670015987622942
GBPUSD,2024-05-28 08:00:00+00:00,-1,limit,6,7,0.00570938828247511,0.0033529900826193425
GBPUSD,2024-08-21 16:00:00+00:00,-1,limit,35,37,-0.005874694591217618,-0.006242991238291343
GBPUSD,2024-09-24 16:00:00+00:00,-1,close,7,7,0.007484183231182047,0.007484183231182047
GBPUSD,2024-11-12 04:00:00+00:00,1,close,35,35,-0.00941213258803541,-0.00941213258803541
GBPUSD,2024-11-22 08:00:00+00:00,1,limit,8,18,0.006281995549386589,0.00788558107348329
GBPUSD,2025-03-18 16:00:00+00:00,-1,limit,4,10,0.00392124908041364,0.0035791013282736217
GBPUSD,2025-04-28 16:00:00+00:00,-1,limit,10,10,0.006027163396110589,0.005355426494834213
GBPUSD,2025-06-25 20:00:00+00:00,-1,limit,28,28,0.0018919517922241173,-0.0007403804000131505
GBPUSD,2025-07-29 00:00:00+00:00,1,limit,27,30,-0.003335742646512957,-0.0023280072510350226
GBPUSD,2025-09-16 08:00:00+00:00,-1,limit,11,13,0.0068825709846663495,0.0032732598412057693
GBPUSD,2025-10-29 16:00:00+00:00,1,limit,36,37,-0.004775058968025092,-0.006138880018612673
GBPUSD,2025-12-11 12:00:00+00:00,-1,limit,6,10,0.0057239587328202154,0.0060173022452146745
GBPUSD,2025-12-16 16:00:00+00:00,-1,limit,3,3,0.007604615134471778,0.003600750459284532
GBPUSD,2026-03-13 04:00:00+00:00,1,limit,10,10,0.003418921157301386,0.003207408689572475
GBPUSD,2026-03-30 12:00:00+00:00,1,limit,10,11,0.009924898765546268,0.0067869948784045646
NZDCAD,2016-08-10 20:00:00+00:00,-1,limit,4,4,0.009921940222675481,0.008836869741379687
NZDCAD,2016-09-08 04:00:00+00:00,-1,limit,6,7,0.00764090897158043,0.006833340878959621
NZDCAD,2017-02-07 00:00:00+00:00,-1,limit,11,11,0.013569764005903782,0.007491882770199075
NZDCAD,2017-04-10 08:00:00+00:00,1,limit,19,19,0.0013076369196950491,-0.00010135633260858953
NZDCAD,2017-05-02 20:00:00+00:00,-1,limit,4,5,0.011495034972677749,0.008529569710242931
NZDCAD,2017-05-31 12:00:00+00:00,-1,limit,43,47,-0.01007693105092914,-0.008912873781884344
NZDCAD,2017-12-13 12:00:00+00:00,-1,limit,27,28,0.002886302360414483,0.0016902666191231897
NZDCAD,2018-01-23 00:00:00+00:00,-1,limit,11,11,0.006112664664851006,0.0019252800440965948
NZDCAD,2018-02-07 04:00:00+00:00,-1,limit,4,4,0.007090162755618873,0.005436812166069663
NZDCAD,2018-02-14 00:00:00+00:00,-1,limit,44,45,-0.005373732377658061,-0.00718141009135368
NZDCAD,2018-03-05 12:00:00+00:00,-1,limit,20,20,0.0020429237824068323,0.002023341261140152
NZDCAD,2018-04-18 04:00:00+00:00,1,limit,2,2,0.006146865634958119,0.005744274232588556
NZDCAD,2018-05-01 16:00:00+00:00,1,limit,11,11,0.005628261457977634,0.0053410924272192075
NZDCAD,2018-10-03 12:00:00+00:00,1,limit,27,27,-9.636562648660825e-05,-0.0010616437385404806
NZDCAD,2018-11-16 16:00:00+00:00,-1,limit,21,21,0.004901819119254241,0.004104657994469334
NZDCAD,2018-11-28 16:00:00+00:00,-1,limit,42,42,0.0006895908094636488,-0.005100630981177199
NZDCAD,2019-01-08 12:00:00+00:00,1,limit,15,15,0.007348482022899447,0.006686098879975544
NZDCAD,2019-03-22 12:00:00+00:00,-1,limit,16,16,0.013044609661711391,0.0023577752009386957
NZDCAD,2019-04-22 00:00:00+00:00,1,limit,21,22,0.001232013157505706,0.0006812714238734612
NZDCAD,2019-05-21 00:00:00+00:00,1,limit,15,15,0.0031835559066076173,0.0009307428999033181
NZDCAD,2019-07-08 12:00:00+00:00,1,limit,12,12,0.004704422237014632,0.0033414985904048062
NZDCAD,2019-08-19 08:00:00+00:00,1,limit,2,4,0.004765787652701004,0.003929065456489542
NZDCAD,2019-08-22 00:00:00+00:00,1,limit,9,53,-0.007624874124320796,0.002473736616775025
NZDCAD,2019-10-01 00:00:00+00:00,1,limit,9,9,0.00654025572006298,0.003808065053733808
NZDCAD,2019-11-19 16:00:00+00:00,-1,limit,35,38,0.0009411728973281235,0.00033210695238635444
NZDCAD,2019-12-02 00:00:00+00:00,-1,limit,20,20,-0.004334267820095947,-0.004470514484316076
NZDCAD,2020-01-30 16:00:00+00:00,1,limit,13,13,0.00298509312660929,0.0029698879182325257
NZDCAD,2020-02-07 08:00:00+00:00,1,limit,17,17,0.004302702994102698,-0.0003202012170099436
NZDCAD,2020-08-12 20:00:00+00:00,1,limit,24,24,-0.002099821231102844,-0.0021905393181147893
NZDCAD,2020-11-20 16:00:00+00:00,-1,limit,7,49,-0.0030281132044831715,0.005070214463558943
NZDCAD,2021-02-23 08:00:00+00:00,-1,limit,18,18,0.0037004980948869243,-9.314202322415678e-05
NZDCAD,2021-07-19 04:00:00+00:00,-1,limit,8,8,0.006747596866760615,0.006692259295460494
NZDCAD,2021-08-03 20:00:00+00:00,-1,limit,19,19,0.004191248580774161,0.0037287490677590193
NZDCAD,2021-08-31 00:00:00+00:00,-1,limit,63,64,-0.014319700979668776,-0.014373187915088336
NZDCAD,2021-10-08 04:00:00+00:00,1,limit,24,24,-0.0003760630201929123,-0.000431080492688033
NZDCAD,2022-01-07 12:00:00+00:00,1,limit,23,23,0.0012897530476832402,0.0008372603456185075
NZDCAD,2022-01-18 00:00:00+00:00,1,limit,59,64,-0.011214228097481117,-0.009908136694192323
NZDCAD,2022-04-25 00:00:00+00:00,1,limit,9,47,-0.008432078966846848,0.006255392006269928
NZDCAD,2022-05-11 16:00:00+00:00,1,limit,23,23,-0.0014154905802503015,-0.0031818739485734845
NZDCAD,2022-06-29 04:00:00+00:00,1,limit,27,27,-0.0008121882595311662,-0.0010833932495016478
NZDCAD,2022-07-11 12:00:00+00:00,1,limit,6,11,0.0034321905992770714,0.00308796103545364
NZDCAD,2022-09-20 08:00:00+00:00,1,limit,8,43,-0.005541989102644816,0.006645928265174683
NZDCAD,2022-11-08 12:00:00+00:00,-1,limit,4,5,0.012068170360058686,0.006289989895953851
NZDCAD,2022-11-14 12:00:00+00:00,-1,limit,18,140,-0.07544137052775667,-0.0015264739305522299
NZDCAD,2023-02-28 04:00:00+00:00,1,limit,2,2,0.009795306217408479,0.004985487147680193
NZDCAD,2023-04-11 12:00:00+00:00,1,limit,12,12,0.007515634935744199,0.005573233202157518
NZDCAD,2023-06-07 12:00:00+00:00,1,limit,6,6,0.008183020426425458,0.006776829708844164
NZDCAD,2024-01-18 04:00:00+00:00,1,limit,26,26,-0.0013861213400456196,-0.0026267389711273157
NZDCAD,2024-03-28 08:00:00+00:00,1,limit,24,26,0.0003032626037268501,-0.0003030868800921113
NZDCAD,2024-06-03 12:00:00+00:00,-1,limit,24,24,0.0024394418115733425,-0.0019096983553616826
NZDCAD,2024-07-19 12:00:00+00:00,1,limit,45,45,-0.010409033147680791,-0.011431860785039325
NZDCAD,2024-08-29 00:00:00+00:00,-1,limit,12,14,0.0070161784047996865,0.006155443534929609
NZDCAD,2024-09-24 12:00:00+00:00,-1,limit,6,6,0.006403917884498678,0.004947945449409475
NZDCAD,2024-11-21 04:00:00+00:00,1,limit,18,18,0.005083829273177452,0.0007177866088796622
NZDCAD,2024-12-18 20:00:00+00:00,1,limit,37,38,-0.000517791190670018,-0.0012346704542600061
NZDCAD,2025-01-10 12:00:00+00:00,1,limit,9,10,0.004471020397864157,0.0030193956184868228
NZDCAD,2025-06-10 00:00:00+00:00,-1,limit,5,6,0.00466824987384446,0.003753432238514501
NZDCAD,2025-07-15 12:00:00+00:00,1,limit,15,15,0.0025780330695588916,0.001680999983345376
NZDCAD,2025-08-01 08:00:00+00:00,1,limit,18,19,0.003036023031745772,0.0024924999566363214
NZDCAD,2025-09-02 04:00:00+00:00,1,limit,2,7,0.0033996953545200057,0.0029707149679563975
NZDCAD,2026-03-13 04:00:00+00:00,1,limit,9,9,0.007707754770958785,0.007595660974223214
NZDUSD,2016-08-23 04:00:00+00:00,-1,limit,4,21,0.012982545484273056,0.007093692422875238
NZDUSD,2016-09-06 12:00:00+00:00,-1,limit,17,17,0.006251665946738395,0.004890423310887406
NZDUSD,2016-10-07 00:00:00+00:00,1,limit,31,31,-0.003730540243879043,-0.003920063366025133
NZDUSD,2017-01-24 12:00:00+00:00,-1,limit,13,34,-0.0003855076680920942,0.005036465150552899
NZDUSD,2017-03-06 00:00:00+00:00,1,limit,40,43,-0.011496377036681594,-0.011284686799398817
NZDUSD,2017-06-02 12:00:00+00:00,-1,limit,36,55,-0.009300007585280962,-0.005526791657004801
NZDUSD,2017-07-21 16:00:00+00:00,-1,limit,37,42,-0.002629090886561358,-0.0026784600381880115
NZDUSD,2017-08-24 04:00:00+00:00,1,limit,8,11,0.007000694463596836,0.006657920608258153
NZDUSD,2017-10-05 12:00:00+00:00,1,limit,27,28,-0.0016863925885842045,-0.0024754004388050335
NZDUSD,2017-12-29 04:00:00+00:00,-1,limit,5,42,-0.006053547147001856,0.006406693405562354
NZDUSD,2018-01-15 12:00:00+00:00,-1,limit,10,10,0.009479747636795403,0.00880544464182678
NZDUSD,2018-01-23 12:00:00+00:00,-1,limit,13,14,0.006589919965463368,0.00318092432908892
NZDUSD,2018-03-21 08:00:00+00:00,1,limit,2,4,0.010689441097160553,0.011010268031692324
NZDUSD,2018-05-15 08:00:00+00:00,1,limit,10,18,0.002538827320069419,0.004724203009974803
NZDUSD,2018-06-20 16:00:00+00:00,1,limit,10,12,0.007915581349631755,0.00754378982855723
NZDUSD,2018-06-27 00:00:00+00:00,1,limit,31,37,-0.007725671517110423,-0.00705957804972822
NZDUSD,2018-09-04 04:00:00+00:00,1,limit,11,39,-0.0013415430172510996,0.007824834721755268
NZDUSD,2018-12-04 00:00:00+00:00,-1,limit,11,11,0.0095267902759387,0.009719596254899732
NZDUSD,2019-04-24 00:00:00+00:00,1,limit,13,13,0.0052016583813716665,0.005396511031994783
NZDUSD,2019-05-08 00:00:00+00:00,1,limit,12,16,0.0029496946595463226,0.0036743790509878257
NZDUSD,2019-06-25 12:00:00+00:00,-1,limit,26,27,-0.002795207875289652,-0.0026163694071885033
NZDUSD,2019-08-19 16:00:00+00:00,1,limit,23,67,-0.012479102958489847,0.0002812695840214165
NZDUSD,2019-10-01 00:00:00+00:00,1,limit,10,10,0.003893630006053149,0.0036330954148689983
NZDUSD,2019-10-22 00:00:00+00:00,-1,limit,15,15,0.007298785662954952,0.006429872327239654
NZDUSD,2019-12-23 12:00:00+00:00,-1,limit,41,41,-0.009414919878390679,-0.010021625492474814
NZDUSD,2020-01-30 04:00:00+00:00,1,limit,23,23,-0.0017689084688828805,-0.001548104780153872
NZDUSD,2020-02-07 08:00:00+00:00,1,limit,17,17,0.006326963132423159,0.001340649848315664
NZDUSD,2020-06-01 04:00:00+00:00,-1,limit,48,48,-0.037617579941628745,-0.03716931089790794
NZDUSD,2020-11-09 08:00:00+00:00,-1,limit,22,22,0.0014347409384000997,0.0011686010791164424
NZDUSD,2021-02-22 08:00:00+00:00,-1,limit,22,24,0.005618263097380359,-0.0027487328174790604
NZDUSD,2021-06-11 12:00:00+00:00,1,limit,45,48,-0.013631703828979568,-0.01375492578773266
NZDUSD,2021-09-02 12:00:00+00:00,-1,limit,19,20,0.001687815171473555,0.0017780136810122233
NZDUSD,2021-10-20 00:00:00+00:00,-1,limit,21,28,0.0023143110356320298,0.003882709831390703
NZDUSD,2021-12-06 04:00:00+00:00,1,limit,9,9,0.0055886805812818225,0.005427339762622123
NZDUSD,2022-01-21 16:00:00+00:00,1,limit,42,43,-0.013974760130262949,-0.014828859439193234
NZDUSD,2022-03-04 16:00:00+00:00,-1,limit,10,14,0.009129797169976516,0.00891699601227445
NZDUSD,2022-03-17 12:00:00+00:00,-1,limit,40,43,-0.004686003841600621,-0.006457261598441953
NZDUSD,2022-05-10 04:00:00+00:00,1,limit,8,28,-0.00022189114654325292,0.010333507574689245
NZDUSD,2022-07-01 00:00:00+00:00,1,limit,8,8,0.00820045103147894,0.008211684979011128
NZDUSD,2022-07-11 16:00:00+00:00,1,limit,10,10,0.006396958471151948,0.005921626977196396
NZDUSD,2022-09-01 12:00:00+00:00,1,limit,6,6,0.010750218831757308,0.010176301437409581
NZDUSD,2022-09-06 16:00:00+00:00,1,limit,10,14,0.010699983220440981,0.005861103619491209
NZDUSD,2022-09-23 08:00:00+00:00,1,limit,28,28,-0.00853546867864678,-0.012148827513288253
NZDUSD,2022-10-10 12:00:00+00:00,1,limit,6,6,0.014521183381908815,0.013598810064980626
NZDUSD,2022-11-23 12:00:00+00:00,-1,limit,16,19,0.004346403808831345,0.004713993973775342
NZDUSD,2022-12-05 00:00:00+00:00,-1,limit,3,4,0.01896810419151149,0.01785431091310152
NZDUSD,2022-12-13 12:00:00+00:00,-1,limit,7,11,0.017765187065058943,0.01281134460714331
NZDUSD,2023-01-18 04:00:00+00:00,-1,limit,6,6,0.010782050778560025,0.009904101876316023
NZDUSD,2023-02-24 12:00:00+00:00,1,limit,13,13,0.006173863558253048,0.006134213407190184
NZDUSD,2023-05-08 08:00:00+00:00,-1,limit,19,19,0.007204648517835326,0.004528371347666326
NZDUSD,2023-08-17 00:00:00+00:00,1,limit,20,20,0.008786650528482423,0.005482108851951362
NZDUSD,2023-10-26 00:00:00+00:00,1,limit,5,5,0.008325852999875484,0.008464228054368384
NZDUSD,2023-11-28 12:00:00+00:00,-1,limit,28,28,-0.0022174298351439418,-0.0034258681938396478
NZDUSD,2024-05-27 08:00:00+00:00,-1,limit,10,12,0.0021327249291898122,0.001615539360643428
NZDUSD,2024-06-03 12:00:00+00:00,-1,limit,24,24,0.011402375058806823,0.001204968074834823
NZDUSD,2024-07-22 00:00:00+00:00,1,limit,43,44,-0.012721110073536277,-0.015202000071083452
NZDUSD,2024-08-23 16:00:00+00:00,-1,limit,31,35,0.0004973115474773448,0.00013328948370950456
NZDUSD,2024-10-21 12:00:00+00:00,1,limit,42,55,-0.009002568328673405,-0.006534816189464298
NZDUSD,2024-11-14 20:00:00+00:00,1,limit,12,14,0.00813927672370736,0.008102476284160672
NZDUSD,2024-11-25 20:00:00+00:00,1,limit,3,7,0.009553664188387517,0.006941691618928953
NZDUSD,2024-12-18 16:00:00+00:00,1,limit,30,40,-0.00529620868997044,-0.0014624650757599637
NZDUSD,2025-01-02 16:00:00+00:00,1,limit,8,8,0.004994299691329455,0.004951559152184019
NZDUSD,2025-03-18 16:00:00+00:00,-1,limit,9,9,0.008007936286155962,0.007714763730339191
NZDUSD,2025-08-01 04:00:00+00:00,1,limit,18,18,0.008965570831326236,0.0075506577435867726
NZDUSD,2025-12-10 20:00:00+00:00,-1,limit,11,14,0.007633813667831067,0.00427299099734946
NZDUSD,2025-12-23 08:00:00+00:00,-1,limit,22,22,0.006115807495418713,0.0033320113719183145
NZDUSD,2026-03-26 04:00:00+00:00,1,limit,25,26,-0.001988695835271393,-0.004172609119396677
USDCAD,2016-08-16 08:00:00+00:00,1,limit,19,22,0.0053591517621768645,0.005226859444967231
USDCAD,2016-10-07 08:00:00+00:00,-1,limit,1,8,0.00932614349217765,0.0059156835902204365
USDCAD,2016-10-21 12:00:00+00:00,-1,limit,43,44,-0.003909713687095825,-0.004146586279483906
USDCAD,2017-01-17 08:00:00+00:00,1,limit,8,8,0.014382306605728213,0.006489922961264651
USDCAD,2017-06-27 12:00:00+00:00,1,limit,37,45,-0.015066076789342128,-0.012382823791625574
USDCAD,2017-07-26 16:00:00+00:00,1,limit,5,5,0.006216021417459867,0.006141107346798404
USDCAD,2017-12-27 08:00:00+00:00,1,limit,51,53,-0.013072519626388158,-0.012905822386213482
USDCAD,2018-01-24 08:00:00+00:00,1,limit,24,24,0.004114094835347805,0.0028347745653731693
USDCAD,2018-02-21 04:00:00+00:00,-1,limit,14,16,0.002802331704113828,0.002770101004046047
